vid_title,vid_id,publish_date,channel_title,channel_id,category_id,duration,views,likes,comments
MUHTEŞEM OKUL İPUÇLARI  || 123 GO Like! Eğlenceli Okul Tüyoları,xoVqElAUbok,2021-07-07T16:00:25Z,123 GO LIKE! Turkish,UCbYDXfPfvbi2sWUEdjzLIOA,24,PT11M4S,134516,1303,57
اعتزال ليونيل ميسي و كريستيانو رونالدو .. أفضل طريقة,UqL5WTLB-9c,2021-03-18T11:00:09Z,سيلفي سبورت,UCrMd6lrIFEniqb_J1_p_Q7g,17,PT2M37S,128574,13169,774
خطوه هي خطوه | مؤسسه مرسال | غناء محمد جمعه  نور مرشدي  غفران محمد,5IXiajca_lk,2021-04-30T17:53:29Z,نور مرشدي - Nour Morshedy,UCGGiKktcsc7cDi51KPk_S7Q,10,PT2M49S,127921,437,13
Do These Jokes Pass or Fail? #Shorts,3B-bSzBuDH8,2021-11-21T17:38:07Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT43S,127803,10206,27
Diz Ağrılarından Kurtaran 7 Egzersiz!,6RH1pTa4Bf8,2021-10-22T09:03:39Z,Zafer Aksungur,UCpPeLyi21Mgzc-4yrJRws5g,22,PT12M4S,124538,3101,107
برشلونة وريال بيتيس 0-1 .. عيب هزم تشافي,0mbiuDsZO-s,2021-12-04T18:07:55Z,سيلفي سبورت,UCrMd6lrIFEniqb_J1_p_Q7g,17,PT7M30S,124029,9113,301
"""It was worth it!"" - Finishers ONLY #Shorts",x71wcZK0LFQ,2021-07-17T18:17:13Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT44S,116818,8396,31
"ENSAIO NATALINO DE GRÁVIDA *primeiras fotoss, emocionada*!! 🎄❤️",ukNzWr8JToA,2021-12-13T14:16:13Z,Morgana Santana,UCWVyv2M7G82S-uhOjxRL70Q,24,PT8M45S,113803,8183,0
vou por NOME DO MEU EX no NOSSO FILHO!! *ele não gostou* 🤬🤬🤬,9xVmIAUvOiU,2021-11-29T14:14:25Z,Morgana Santana,UCWVyv2M7G82S-uhOjxRL70Q,24,PT10M54S,113310,9388,906
Familien Addams 2 - I biografen 7. oktober,ltRFGlTmySQ,2021-09-27T09:59:43Z,SF Studios Danmark,UClAtPbYb5D1qvM0D2PabqjQ,1,PT21S,110930,4,0
Introducing Drydays,530_v7Lvny0,2021-02-04T16:09:10Z,AGLC,UCP4KAS0VjZ0uRMM221zFpKg,27,PT20S,104727,2,0
"No Limit Jokes, you were warned, right here, in this title #Shorts",d4-hOnF_T0w,2021-10-20T18:45:48Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT24S,103579,7763,28
محمد صلاح يطلب أجراً خرافياً من ليفربول.. الحقيقة الكاملة,fxro7-3iClg,2021-09-06T08:23:28Z,سيلفي سبورت,UCrMd6lrIFEniqb_J1_p_Q7g,17,PT3M48S,102822,8031,564
Gangsters In Paradise | GTA 5 | Prash Gaming,FbL31fnIq3Q,2021-05-05T17:23:57Z,Prash Gaming & More,UCxBG1v2MtGE4lpbX469aq1Q,20,PT2H30M40S,99273,10212,105
توب 5 | أقوى إعلانات كرة قدم مميزة تاريخياً,Ttv2eHmrEKg,2021-09-07T13:52:19Z,سيلفي سبورت,UCrMd6lrIFEniqb_J1_p_Q7g,17,PT8M36S,96602,8671,224
"Jokes for the ENTIRE Family, ALL OF YOU #Shorts",-dMggnY21wI,2021-12-19T20:05:54Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT24S,94323,9362,29
إصابة فيرلاند ميندي الجديدة .. ما هو التهاب السمحاق الظنبوبي؟,xQoiGWqvdCA,2021-05-12T10:45:03Z,سيلفي سبورت,UCrMd6lrIFEniqb_J1_p_Q7g,17,PT3M48S,90995,8944,276
日本人的青梅情怀，竟在中国得到寄托？丨恰好食青梅,20QnjwhGsyc,2021-06-05T10:00:01Z,和之梦 - 官方频道,UCwHUYtwH5E41O6MiYoC19ng,19,PT17M59S,90232,2519,416
Tout ce que je reçois en 1 mois en tant qu'influenceur Suisse!,sdsKKp11d3k,2021-12-25T16:00:18Z,Sami Loft,UCP76JVdzmevOrkCgqF1rvLA,24,PT56S,88842,7051,20
Chandni Chouk to china Rap | Akshay kumar | Bohemia | Vikalp Mehta | Instagram reel,9cROMXs8tIc,2021-09-05T07:50:58Z,Vikalp Mehta,UCNyD2kHcWMx4yp37iyJngJQ,23,PT36S,87725,3893,23
Plan de Estudios y Materias Licenciatura en Diseño Animación y Arte Digital Universidades,_FVLIGC00IE,2021-06-05T17:55:27Z,University of Advanced Technologies,UCa9ZDAkIZdsueFgotMzzkfA,27,PT25S,84890,42,5
مستقبل ايرلينغ هالاند وجولة مينو رايولا,Qe79y2EnTP8,2021-04-04T08:30:03Z,سيلفي سبورت,UCrMd6lrIFEniqb_J1_p_Q7g,17,PT9M39S,84834,6399,335
Buddy's Special Bond with Dad | Aaj to Aish Ho Gayi Buddy Ki 😎,K89saLBysLM,2021-10-15T03:30:03Z,Furry Friend,UCtfOrt6jT3VyLgA2fUda3dQ,15,PT6M52S,82303,3021,113
STANLINGRAD'A DÖNÜŞ !! | CoD Vanguard Türkçe 6. Bölüm,wfSyKKmuUyY,2021-11-08T19:18:50Z,Pintipanda ,UCuU0qYesQjAT_qXcQJqgV3w,20,PT44M4S,78714,3749,0
AMPLIANDO NOSSO SUPERMERCADO! COMPREI NOSSO PRIMEIRO REFRIGERADOR! - TRADER LIFE SIMULATOR #02,GdVja7I9vz0,2021-03-27T15:05:23Z,BLAKE Games,UC906XX8sZ6bej2XUpeL3hzQ,20,PT1H4M34S,73965,4935,238
Проблеми з сітківкою? Лазерна терапія лікування сітківки ока. Система Navilas Laser System,poet5ve1xvQ,2021-04-26T15:06:41Z,ЭКСІМЕР офтальмологічний центр,UCoKO0tzsbmbuvKkgzR4dTvQ,22,PT1M6S,70751,160,9
आपकी सफलता आपके हाथ | Counselling Psychologist। Dr. Hemlata Ma'am,Hei_1hK1HFg,2021-01-15T05:57:29Z,Utkarsh Online School,UCezVg4O_jFPWRp3WABa0INQ,27,PT3M21S,70773,5559,165
أفضل طريقة لاختيار أفضل لاعب في العالم و الكرة الذهبية,YcI4eifsfiE,2021-10-21T14:10:02Z,سيلفي سبورت,UCrMd6lrIFEniqb_J1_p_Q7g,17,PT6M25S,70676,7521,732
HAZMEDİLMESİ ZOR GERÇEKLER ve BÜTÜN FİNALLER | 3. Bölüm,yRqqxb4_Ark,2021-08-23T15:16:41Z,Pintipanda ,UCuU0qYesQjAT_qXcQJqgV3w,20,PT1H47M1S,69392,3420,0
UZAYLI YARDIM ÇAĞRISINA ULAŞTIK | Subnautica Below Zero Türkçe 5. Bölüm,LH7CyzaIGaI,2021-05-24T12:38:39Z,Pintipanda ,UCuU0qYesQjAT_qXcQJqgV3w,20,PT59M45S,66033,4466,0
BF1 KESKİN NİŞANCI ŞOV (şimdilik 28),GJt-nkEEUNM,2021-09-01T17:38:41Z,Pintipanda ,UCuU0qYesQjAT_qXcQJqgV3w,20,PT28M23S,57891,2424,0
เมนูแปลกเปลือกทุเรียนทอด จะกินได้มั้ยหรือจะอ้วกแตก!! (ละเมอหิว),QnI5bh4dC70,2021-07-20T11:15:00Z,RAMER ละเมอ,UCK6W10JbStSDv03F0mynVTQ,24,PT8M12S,49142,1715,196
BUNDAN SONRA BÖYLE !! | Skyrim #251 [TÜRKÇE],rNq_2-NUjTQ,2021-12-05T17:01:46Z,Pintipanda ,UCuU0qYesQjAT_qXcQJqgV3w,20,PT40M21S,41939,2684,0
BELA MISIN LAN SEN ? | Subnautica Below Zero Türkçe 18. Bölüm,xN3GuONoFNI,2021-06-22T17:14:01Z,Pintipanda ,UCuU0qYesQjAT_qXcQJqgV3w,20,PT49M27S,37324,2121,0
ELA BEBEK OYNAMAYA BAŞLADI,FLmkmdhvYtQ,2021-07-10T17:25:33Z,Pintipanda ,UCuU0qYesQjAT_qXcQJqgV3w,20,PT1H3M11S,35579,1736,0
Conheça tudo sobre as Pousadas do Magic City!,nLOi0Btt_cM,2021-08-06T20:21:21Z,SoftART,UCTQX-sReu-iPmpmGx5X_Mvg,24,PT10M10S,19328,877,0
POLONYA DİZ ÇÖKÜYOR | Age of Empires IV Türkçe 17. Bölüm,JQwB0RRMJp0,2021-11-22T12:21:32Z,Pintipanda ,UCuU0qYesQjAT_qXcQJqgV3w,20,PT20M28S,17380,804,0
Promises Broken,6w55WA-8hOU,2021-10-04T04:02:04Z,The Walking Dead,UC_cK0nmWFWWgWejxGvKfQ-A,43,PT44M49S,Private,141,40
Breaking News: (BBB Plan Passed!!) House spending bill sets a path to legalization for Millions,BmEQXUrGTr4,2021-11-23T23:22:49Z,Jacob Sapochnick ,UCmhCh_MmOja9dTV8VLVH7Rg,27,PT4M56S,13854,344,119
"10+1 dolog, amit nem szeretünk a Renault ZOÉ-ban",50J-oNJANj4,2021-03-24T17:56:28Z,Villanyautósok,UCWuTZdGFqJKHlik-hJ0ycVg,2,PT15M54S,11368,250,64
Welcome to the Dog House,UHhtgYAIHrs,2021-12-03T05:02:04Z,Chrisley Knows Best,UCR_2iBZpMJJHPyJQfShkk4Q,43,PT21M24S,Private,30,5
How Do We Prove Our Marriage Is Real for Immigration?,ku9aqYGbwUM,2021-12-04T20:01:31Z,Jacob Sapochnick ,UCmhCh_MmOja9dTV8VLVH7Rg,27,PT6M27S,4836,158,19
Shape Up or Ship Out,uYHGaySxJcE,2021-08-10T05:14:05Z,Love & Hip Hop: Atlanta,UCGRUdrhhNSv-GQRvCILfpsw,43,PT41M54S,Private,9,0
MLA Roja Daughter Anshu Malika 18th Birthday Celebrations | MLA Roja Daughter Birthday | Gossip Adda,BNfUN8bDsGo,2021-09-10T11:13:04Z,Gossip Adda,UCracvMNUKsrVJgAzNaPx9Qw,24,PT7M40S,1032,8,0
Stars Fell on Alabama,QNS3Lmihb9Q,2021-01-08T05:02:01Z,YouTube Movies,UCmA08c-y8bOsEldspDfYLAQ,30,PT1H43M23S,Private,46,2
Birth Mother,yil0Vwe1u6o,2021-01-13T10:31:50Z,This Is Us,UCDT1BjysjFF295efNpaA-Vg,43,PT43M17S,Private,13,0
Winter Creeklympics,APKJ5lam1Wk,2021-02-24T11:45:20Z,Craig of the Creek,UC2gTuwaNmMeWx_jYottRldA,43,PT11M20S,Private,17,2
Goofy and Pete's Wild Ride / The Happiest Day of All!,YK9NGM0a7Ww,2021-01-12T18:47:20Z,Mickey Mouse Roadster Racers: Mixed-Up Adventures,UC9PvXUAwDqmU48glf60gKFg,43,PT24M14S,Private,9,0
Episode 4,Bk_6dy_-FJk,2021-07-16T23:40:18Z,Big Brother,UCia7hVEgqKE_UqUSCKIMFSA,43,PT43M14S,Private,7,1
Small,mNARwHsh9Ps,2021-04-26T17:50:44Z,Mao Mao: Heroes of Pure Heart,UC6a6UV_26OflunkHF0oB9KA,43,PT11M20S,Private,26,0
The Cosmic Hoax,qa-AJbN4MQY,2021-10-12T04:02:02Z,YouTube Movies,UC8wR9O9kW3wkTfdpYLu_Z6A,30,PT1H22M18S,Private,43,11
The Ex-Factor,gh4bCl2l5wk,2021-06-11T19:37:55Z,DC's Legends of Tomorrow,UCyeT67dFGnaS6VYaTRaXtyw,43,PT42M13S,Private,12,0
Девушки пробуют инвестировать. Как создать стартап на миллиард? Инвестиции для начинающих.,YtCOQXc_gUM,2021-06-12T07:15:00Z,iSpace News,UCRCc1Wwg_3GdZrsOpisDTbA,23,PT9M21S,559,16,0
Replay,o45eo7uPLrU,2021-06-24T13:01:25Z,The Twilight Zone,UCrTF4PmPDsTaLQ68F08kljg,43,PT44M25S,Private,10,1
A Young Lady and Violence,7UZf2aiVjNA,2021-07-30T11:00:09Z,Mushoku Tensei: Jobless Reincarnation (Original Japanese Version),UCXcylFiMnpE7HBwxpR3xEbg,43,PT23M50S,Private,4,1
My Sharon-Ah,lhV-bzFe5qo,2021-05-01T04:02:01Z,The Barbarian and The Troll,UC8v1f0UVuAq1ZsJrpxV2_Ow,43,PT22M44S,Private,2,0
The Walk,BRTEp3BjAnk,2021-10-04T04:02:01Z,The Stand,UCYI2zbowPuGpcjnf80IkfTQ,43,PT57M9S,Private,1,0
Run-Hide-Fight,BgWOJE02Vv0,2021-12-15T05:02:03Z,FBI: Most Wanted,UCSFOubV3U2r5OOmT_YLORXg,43,PT42M16S,Private,4,0
Good Warner Hunting/No Brainer/Ralph Cam,H5dPHoII4h0,2021-04-06T04:02:02Z,Animaniacs (2020/21),UC9-SdKbyLXhxGxgOjyPk7VQ,43,PT26M27S,Private,11,1
My Fair Bagel,3okcQ_hQ27I,2021-06-30T12:45:37Z,"F*CK, That's Delicious",UCyWUkhLrRl63dRcPgyeD6LA,43,PT21M47S,Private,2,0
Whodunut/Mousechurian Candidate/Starbox and Cindy,35eUOuhEnTo,2021-04-06T04:02:05Z,Animaniacs (2020/21),UC9-SdKbyLXhxGxgOjyPk7VQ,43,PT26M2S,Private,13,2
A Very Chaotic Summer,jKQyB5wIz9k,2021-07-07T13:08:22Z,"Little People, Big World",UCr_U9Tn9ICsO8fQk-0RuKGg,43,PT42M32S,Private,3,0
509 Films: Volume 15,mZwiXdWAZh8,2021-03-23T09:22:04Z,YouTube Movies,UCVsTDaEN3YKPFCJ-qS5pV2Q,30,PT59M49S,Private,6,0
That That That,XXBvZnXEZuA,2021-03-04T05:02:01Z,A.P. Bio,UC5_uAV0PwLPfoxZeLjyJrbQ,43,PT23M17S,Private,1,0
The Coolest Cutlass,35ca2RrA_Go,2021-10-07T04:02:01Z,Counting Cars,UClrTWBPEOmzqBzgQIwLK7GQ,43,PT42M5S,Private,4,0
etrailer | Roadmaster Crossbar-Style Base Plate Kit Installation - 2020 Ford Escape,N6fR5b6lL2A,2021-09-03T11:44:32Z,etrailer.com,UCSE2Tcko-7NQKXwIsRKMELw,22,PT24M14S,287,3,0
I am Billie Jean King/I am Arthur Ashe,FBeAFlLWEVs,2021-01-08T05:02:01Z,Xavier Riddle and the Secret Museum,UCEhW96kEMcsqJ5Y30iCOAZg,43,PT24M32S,Private,6,0
All-Stars: Fight to the Finish,E_YM81UvUMU,2021-08-28T01:35:46Z,Naked And Afraid Xl,UCjVQnRv_fCJ1PiRHDFe2dVw,43,PT1H23M37S,Private,1,0
The One Where Kurt Saves Diane,zhA5kZXEX6M,2021-06-24T13:24:36Z,The Good Fight,UC1IFGmul-e_OD5_4NvevAIw,43,PT52M52S,Private,1,0
Boruto and Shinki,gPuYTq2W1hc,2021-09-07T04:02:01Z,Boruto: Naruto Next Generations - Boruto Back In Time,UC_YKR-xJj7R9aJwFnSC7FJw,43,PT24M22S,Private,1,0
A WHAT in the Oven?,DtdjhCGu2M0,2021-06-09T04:02:02Z,Doubling Down With The Derricos,UCe1tnKuE2VqrXTDogDU9GnQ,43,PT42M37S,Private,8,0
Enter Bushworld Part Two,jfTB0aYIGxI,2021-10-31T21:30:10Z,YOLO: Crystal Fantasy,UC9U5z60Ff-o-pIMwP4hTlmA,43,PT11M23S,Private,7,1
A Zit!/1001 Narfs/Manny Manspreader,0H9DtdAztHk,2021-04-06T04:02:01Z,Animaniacs (2020/21),UC9-SdKbyLXhxGxgOjyPk7VQ,43,PT24M29S,Private,8,0
Into the Storm,x5bMlJImZwg,2021-12-18T12:30:05Z,Ice Airport Alaska,UCb49LPC-dXxo3doqasS8a2Q,43,PT44M2S,Private,4,0
Ultra High Proof,6WGd6tzw4gE,2021-02-10T05:02:04Z,Moonshiners: Master Distiller,UCAL8vIwvXzENMD9kKBvJWug,43,PT41M42S,Private,1,0
Going to Pieces/Forces of Nature,VEFBsclHYDA,2021-01-09T01:24:37Z,Hero Elementary,UC1JhRgOKmCOl9tBxU5pftdA,43,PT25M2S,Private,10,0
etrailer | Kuat Hitch Bike Racks Review - 2018 Jaguar F-Pace,vNRbOcgktl0,2021-08-29T09:20:51Z,etrailer.com,UCSE2Tcko-7NQKXwIsRKMELw,22,PT5M31S,117,1,0
Double Agents Final Words: Ashley,8y1aZKIOXuQ,2021-02-25T23:18:46Z,The Challenge,UCbDqAUZIb-d9YPZav2kGEDA,43,PT1M27S,Private,1,0
The Gift of Grace,dAZZ6yWz2JU,2021-11-24T11:21:55Z,YouTube Movies,UC9lwQWaOxL-EcBYMp_k3uUw,30,PT2H,Private,23,0
Phenomenal Women,MboTuL72W84,2021-11-11T05:02:01Z,Run the World,UCY-GHgxJ8S9czZVf4DRrDWw,43,PT28M19S,Private,1,0
Punch It,y7ooI4bXurA,2021-11-04T04:02:02Z,Jay Leno's Garage,UC6z0PeLf7tnq3KifX6saA0w,43,PT43M1S,Private,2,0
PITESTEANCA MARIA JUGANARU A FERMECAT JURATII DE LA SUPERSTAR,gkfWFLUHUTs,2021-12-10T07:45:24Z,Tesla Live,UCPXVkQ6v3rEydXJkHKnUU8A,19,PT1M53S,75,1,0
Fantasy Over Family,13PYE_832bk,2021-05-31T04:02:02Z,Signs of a Psychopath,UCN8c9vXukU2EAtYGBydnxXw,43,PT21M2S,Private,3,0
Freedom's Fury,MbtVaEkE1J0,2021-11-05T13:07:12Z,YouTube Movies,UCwqAHYL824sye3bXo1jbrXw,30,PT1H29M52S,Private,4,2
A Day at the Beach,zDeNwbTzj7I,2021-12-01T02:06:29Z,Barbie Dreamhouse Adventures,UCEBpiBzGvdUX3Yl2VHrIozw,43,PT21M56S,Private,0,0
Invasion Planet Earth,8PTzgSOfFLE,2021-08-13T04:02:07Z,YouTube Movies,UCyCtfyRjA2Rkh7JJw_wp6Sg,30,PT1H36M58S,Private,11,2
Field of Operations: The U-Boats,Jguzo1fT3Ag,2021-03-22T18:21:48Z,YouTube Movies,UC-Wwaa4-6pyBAcsS_clg88g,30,PT1H54M29S,Private,1,0
Jay Mohr: Altamont,7C1TokzlKqQ,2021-12-13T05:02:01Z,YouTube Movies,UCkGWk4O6TUX_jf1HSGG03zg,30,PT1H10M57S,Private,14,1
Ace and the Christmas Miracle,UPqUl15thVs,2021-11-16T05:02:01Z,YouTube Movies,UCZ3sKAj3idJnt4r16bLPDEw,30,PT1H31M34S,Private,10,0
Prince Harry: A New Kind of Royal,L0vT1qkX5_c,2021-06-22T04:02:01Z,YouTube Movies,UCdx5VzaWdC7tdB4xo446MNA,30,PT48M38S,Private,7,0
Mind Talker,O8APQ4zgXio,2021-08-17T04:02:02Z,YouTube Movies,UCEnb7bEc58-tDIbSH657Ucw,30,PT1H38M14S,Private,8,5
A Test of Willpower,xNGNQUx7gBU,2021-11-22T14:49:28Z,Boruto: Naruto Next Generations - The Mujina Gang,UCKJUiqYi6viohc1xtXFC4aw,43,PT24M21S,Private,0,0
வினை விதைத்தவன் வினை அறுப்பான்.. 😀| Mouna Raagam 2,xB8dROLCDzs,2022-12-13T13:27:09Z,Vijay Television,UCvrhwpnp2DHYQ1CbXby9ypQ,24,PT2M22S,991554,8096,57
WOH (Official Video) - Ikka x Dino James x Badshah | Def Jam India,EbyAoYaUcVo,2022-12-15T05:30:10Z,Dino James,UCtpDorOuxwQ1URGQ0WLIXmQ,10,PT5M30S,965930,194436,9149
Swiftor Says 3rd To Jump... #shorts,bMhNW3D7Z90,2022-09-29T19:30:02Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT29S,916722,80147,144
My Criminal Trial update #376 (Extortion?),blMXNeOCmgM,2022-12-15T01:11:29Z,WhistlinDiesel,UCdqp0KK_Io7TwK5cJMBvB0Q,22,PT4M12S,730125,41111,7659
Mario Plays Cursed Mario Games,moMmVoNTdDY,2022-12-14T20:00:26Z,SMG4,UC8LcA3grYZg0GNpxlXh8owg,24,PT8M16S,685734,37568,4406
alanzoka jogando Choo-Choo Charles,hqvnv4fAtmE,2022-12-14T15:00:33Z,Lives do alanzoka,UC5aVIcrd8YUcjlFeRMmJMsA,20,PT2H1M15S,620052,48474,1137
How To Get The RAREST Glider in Fortnite History!,GWtfFZ0eZ-s,2022-12-14T19:48:58Z,SypherPK,UC_q5WZtFp36adwqhKpZzxwQ,20,PT10M34S,620319,24460,1311
PRO-CHANVRE ET SURTOUT ANTI-SUCRES,qOxKx2mNY_s,2022-10-15T15:00:35Z,Le Bonbon,UC_krGKDGE4teqwZqeb2ePvQ,24,PT11S,543037,3174,679
10+ Best Satisfying Rainbow Cake Ideas | How To Make Cake Decorating Tutorials For Any Occasion,JcMOBcyM19k,2022-01-26T14:00:16Z,Yummy Cookies,UC53flicePn0xri-jiq89WtQ,26,PT13M11S,495246,2370,77
"""KFC?"" Nah We got ""Obama Fried Chicken""",vSMzmLmNxlY,2022-12-14T20:00:05Z,Steven He,UCP0_k4INXrwPS6HhIyYqsTg,23,PT59S,513703,91904,683
ถ่ายทอดสด เรื่องเล่าเช้านี้ วันที่ 15 ธันวาคม 2565,V0Q-UAaYb2E,2022-12-15T07:24:44Z,เรื่องเล่าเช้านี้,UC5wKpLWxAZBZrunls3mzwEw,25,PT2H28M10S,491849,3655,23
MYSTERY *Hot* or *Cold* Food CHALLENGE (Fun) #shorts,1a1HvQJQvLU,2022-12-15T07:20:10Z,NichLmao,UC6VAIqNQBc7ggiqvsOHOBqw,22,PT57S,689613,42550,193
¡¿Los RAINBOW FRIENDS están MUERTOS?!,V5l_Lf-mDNU,2022-12-14T16:00:25Z,PrincesaHana Español,UCiAb8adKiFmVDnjpE8YZbqg,22,PT20M22S,450092,27388,152
COPA LOUD: TIME LUVA vs TIME COCIELO!!,CIMSVslg_UE,2022-12-14T22:00:11Z,LOUD,UC7iwNp4GUynlGXvK-6KD0Rw,24,PT39M34S,464525,39860,585
Let's Do It Like A Beatles Cover Band... 😉,1lXs4k3qEXk,2022-12-14T18:30:01Z,Game Changer Shorts,UCTcw8GqWQlFcc6ioeJQOMAQ,22,PT59S,442367,46802,232
Bronny Show LeBron James DNA🧬 Amari Bailey DROPS Defender 😳😱😆 SEAN LOVE COMBS “P Diddy” Watches SC,OYvboTqf9rg,2022-01-20T02:58:43Z,Hustle 2K,UC9uIqDqPIS_TBBxFTu487hw,17,PT12M27S,407181,2081,298
Kuruluş Osman 109. Bölüm Fragmanı | ''Osman oradan sağ çıkamaz'' @KurulusOsman,dNCQLOLQ-lE,2022-12-14T21:18:37Z,atv,UCUVZ7T_kwkxDOGFcDlFI-hg,24,PT1M4S,393528,5273,283
Homenaje póstumo: Miguel Barbosa Huerta,a7xUQyLZUsE,2022-12-14T18:28:29Z,Andrés Manuel López Obrador,UCxEgOKuI-n-WOJaNcisHvSg,25,PT40M2S,382546,22512,1251
Camila Cabello YouTube Premium Afterparty,RSLE5ssvEzg,2022-04-08T14:24:53Z,Camila Cabello,UCio_FVgKVgqcHrRiXDpnqbw,10,PT11M57S,Private,12423,498
"$10,000 Last Man Standing Challenge",0kQKIMMiObs,2022-12-14T23:39:50Z,MrBeast 2,UC4-79UOlP48-QNGgCko5p2g,22,PT54S,383970,53362,1079
THE FORTNITE AVENGERS!,48LOUX8wV28,2022-12-14T18:00:02Z,Lachlan,UCh7EqOZt7EvO2osuKbIlpGg,20,PT18M11S,355750,14962,343
Bolsonaro recebe Tarcísio de Freitas e Padre Kelmon no Palácio da Alvorada,gIV9zNgIT10,2022-12-15T01:57:34Z,Jovem Pan News,UCP391YRAjSOdM_bwievgaZA,25,PT4M18S,363598,17045,809
WHAT A F*CKING LIAR,W0mUaYj-VSA,2022-12-14T18:59:21Z,Russell Brand,UCswH8ovgUp5Bdg-0_JTYFNw,27,PT15M36S,338516,30047,6430
How Lethal Is A Crossbow ??? 🏹,mtWevvzclVY,2022-12-14T20:54:46Z,Kentucky Ballistics,UCw_lQ_KhJBX4hAQ6rqbg0Bw,24,PT15M18S,309078,34776,3567
Russia India Relation: जर्मनी और जापान के ऊपर भारत को क्यों तवज्जो दे रहा है रूस? (BBC Hindi),PsB_lrhG2dM,2022-12-15T02:30:07Z,BBC News Hindi,UCN7B-QD0Qgn2boVH5Q0pOWg,25,PT3M46S,309748,Disabled,264
"[제보는 MBC] ""자동차 값 냈는데, 또 할부 권유?"" 수상한 계약 (2022.12.14/뉴스데스크/MBC)",T7E_O0jSmfU,2022-12-14T11:45:14Z,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,25,PT3M,298958,1851,765
राधाकृष्ण Part 180  || Balram ko gyaat hua satya || #starbharat #radhakrishn,p9khiJiQUR8,2022-12-15T03:34:20Z,STAR भारत,UCCy2rLnGdwoJcSAtixNdsPQ,24,PT15M,311510,11058,303
THIS IS WHAT HAPPENS IF THE WIFE IS CM | SAMBAIAH | SRIHARI | PRAKASH RAJ |RENUKA| TELUGU MOVIE ZONE,8QtvRexmPME,2022-05-09T12:03:12Z,TELUGU MOVIE ZONE,UCcqTzt2x9QG-hMVxFf4qesQ,24,PT4M39S,271816,1250,54
Le nouveau Nissan QASHQAI e-POWER,2Mm-XCiwZ0Q,2022-10-05T13:11:05Z,NissanBeLux,UCVJYsVl9yHJCMa3lvrp8Crg,2,PT15S,269398,0,5
NOW THE MEN HAVE NO GAME... 25 Men Vs 1 Woman 😂😂,kyWWsi9EEpw,2022-12-14T21:59:10Z,Aba N Preach,UCaiVt4r6YLPzJVgr7pOmD6w,24,PT17M37S,267834,16130,2628
"Full Episode 70 | क्या हाल मिस्टर पांचाल? | Dar gayi Prarthna  | Kya Haal, Mr. Paanchal?",8SNrexcZYCE,2022-12-14T07:51:26Z,STAR भारत,UCCy2rLnGdwoJcSAtixNdsPQ,24,PT20M52S,260538,4374,151
"Կույր Աշխարհ, Սերիա 72 / Kuyr Ashkhar",MH3GHWzu1dI,2022-12-14T18:30:16Z,PanArmenian TV,UC_yoNMPdmbZFK-ctvNJ_2Kg,1,PT36M22S,261347,2651,296
"🎙️| #وليد_الرگراگي الناخب الوطني المغربي "" كنطلب المسامحة من المغاربة""",B7MQ1YION04,2022-12-14T21:56:21Z,Arryadia TV,UCRN5ho3UGhUi7ZCBe2G2f2w,17,PT1M33S,257990,10369,Disabled
राधाकृष्ण Part 178  || Pralambaasur ka shadyantra  || #starbharat #radhakrishn,zrb_QpalLhg,2022-12-15T03:10:36Z,STAR भारत,UCCy2rLnGdwoJcSAtixNdsPQ,24,PT14M53S,279241,9686,156
حياة عيلتنا: كم كلف حفل الزفاف؟ #shorts,94JQX5NTJLE,2022-10-06T10:00:04Z,OurFamilyLifeShorts,UCx9R02FLwmLOIr0ViM_M2Bw,22,PT57S,240298,14504,31
¡MBAPPÉ VS MESSI! FRANCIA 2 VS 0 MARRUECOS 🔴 EN DIRECTO SEMIFINAL QATAR 2022 ESTO ES FÚTBOL,Sg13x7Pxfjk,2022-12-14T21:54:52Z,ESTO ES FÚTBOL,UCVa3nR8P4nbyoLnKfUhgGrw,17,PT5H29M,230225,1433,0
KIZLAR İÇİN ZEKİCE TÜYOLAR || 123 GO Like! Havalı Güzellik İpuçları ve Saç Stilleri,TmKjmHAIbZ0,2022-01-10T14:00:17Z,123 GO LIKE! Turkish,UCbYDXfPfvbi2sWUEdjzLIOA,24,PT10M47S,197468,1474,72
Le coté dont les influenceurs ne parlent pas...,qjTR_0Kywb8,2022-06-18T15:30:07Z,Sami Loft,UCP76JVdzmevOrkCgqF1rvLA,24,PT16S,190948,13092,244
Swiftor Says Fire Sale #shorts,tVyMFu1pkg0,2022-09-05T22:00:33Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT16S,191392,21235,47
Yahya - Beautiful lies  (Pieces of Me chapter 2),oIQsBHzbtUM,2022-04-23T01:00:09Z,Yahya,UCWuDQ-QM04P3JWgpUa3Ddzg,10,PT4M20S,183435,819,61
