vid_title,vid_id,publish_date,channel_title,channel_id,category_id,duration,views,likes,comments
The Blind Video,VY2KBLpdbHQ,2020-01-06T17:11:26Z,YouTube Movies,UCDR7lkXZ-GHGKk2rrYktYIQ,30,PT37M38S,Private,3,0
Bleach 167,2bnwJrm6k-s,2020-10-23T17:16:59Z,Bleach (English),UCmJkfgpb8eiPoLZ-9pFcsWA,43,PT24M36S,Private,1,0
King of Knives,hBzkNaYe22k,2020-12-01T05:02:02Z,YouTube Movies,UCiVT-WY2V4h6Oi7efpHxJfA,30,PT1H34M57S,Private,2,0
The Naked Zoo,ELu84sim0RI,2020-11-02T23:42:31Z,YouTube Movies,UCtunEPeD9kI3XciYsQBEGxw,30,PT1H26M53S,Private,1,0
Porto,_KsSick4SMI,2020-08-25T10:04:29Z,Bizarre Foods: Delicious Destinations,UCkJQliZ8kHj1u-p7FqfSNdw,43,PT20M8S,Private,1,0
"Cook Once, Eat for a Week",rv_mDtjKT1Y,2020-01-20T05:00:02Z,Valerie's Home Cooking,UC5mOhFrSX33HVVhuFQ5Yxhg,43,PT21M5S,Private,2,0
A Dream Come True in St. Kitts,UoK_lccFmHM,2020-04-17T04:00:02Z,House Hunters International,UC-rCcF_9OFfx7D-GFZSBqPg,43,PT21M44S,Private,0,0
All About the Sides,3hygidwHXLs,2020-11-15T05:02:02Z,Delicious Miss Brown,UCog3kF6SWPxC64oKpcNMRQA,43,PT21M12S,Private,2,0
Dream Date or Living Nightmare?,XHzdHIniZsU,2020-04-09T04:00:02Z,Bride & Prejudice: Forbidden Love,UC0Sw7laCtnhvz-MvfQiBfuw,43,PT41M57S,Private,2,0
Led to the Abyss by a Melody of Death -Harmonizium-,esGxVoe0lTY,2020-01-30T05:00:01Z,RADIANT (Simuldub),UCO8awNXIQe3NYlRe-s1ZaEA,43,PT24M40S,Private,0,0
Vroom,WlWJYzo4Cuo,2020-12-15T05:02:04Z,YouTube Movies,UCo5y_CIQy-leWxLCrB-7gHA,30,PT1H28M32S,Private,1,0
West No More,p8RCIX_6Uc8,2020-02-11T05:00:02Z,YouTube Movies,UC777R18L_HIE7WbxrFTP4Cw,30,PT1H12M12S,Private,5,9
Cultures Collide in Copenhagen,h9Ehj9IsJ_s,2020-04-17T04:00:01Z,House Hunters International,UC-rCcF_9OFfx7D-GFZSBqPg,43,PT21M44S,Private,0,0
Room for Twins in Syracuse,sAAi9yBWKrk,2020-04-22T04:00:03Z,House Hunters,UCgbJz9sYiR7bN_aWhn9MAbA,43,PT21M44S,Private,0,0
Community in Sesto Calende,StrUlyYOugY,2020-05-29T04:00:04Z,House Hunters International,UC-rCcF_9OFfx7D-GFZSBqPg,43,PT21M44S,Private,0,0
The Soviet Garden,LB5AIb03izw,2020-06-04T14:45:58Z,YouTube Movies,UCsqbUO0lfD2Uc7YVum-bbzg,30,PT1H15M35S,Private,1,0
Crime Lord Season 1 Episode 7,UMPEgtCSRQA,2020-03-31T14:32:29Z,Crime Lord,UCI5Y9EVdESXEVAtdxWOoCLw,43,PT20M42S,Private,0,0
Aaj Ki Baat : 39 मौत..मरने वालों से कोई हमदर्दी क्यों नहीं। Nitish Kumar। IndiaTV LIVE,Xmm3Kr5P1Uw,2021-10-01T06:04:00Z,IndiaTV,UCttspZesZIDEwwpVIgoZtWQ,25,P0D,488108495,760864,0
Asianet News  Malayalam Live News | ഏഷ്യാനെറ്റ് ന്യൂസ് ലൈവ്  | Kerala Live TV News,PNR06O9sSio,2021-10-11T12:46:42Z,asianetnews,UCf8w5m0YsRa8MHQ5bwSGmbw,25,P0D,363491189,311959,0
TV9 Telugu News LIVE,II_m28Bm-iM,2021-09-13T10:03:22Z,TV9 Telugu Live,UCPXTXMecYqnRKNdqdVOGSFg,25,P0D,329374694,Disabled,0
ABP NEWS LIVE: 24*7 | India-China Tawang Clash Live | UNSC | Delhi Acid Case Update| Asansol Tragedy,nyd-xznCpJc,2021-12-09T16:27:59Z,ABP NEWS,UCRWFSbif-RFENbBrSiez1DA,25,P0D,253607747,655838,0
CNN TÜRK - Canlı Yayın ᴴᴰ,X_EWYemclKA,2021-01-13T06:19:03Z,CNN TÜRK,UCV6zcRug6Hqp1UX_FdyUeBg,25,P0D,250030139,152618,Disabled
EBC 東森新聞 51 頻道 24小時線上直播｜Taiwan EBC 24h live news｜台湾 EBC ニュース24 時間オンライン放送｜대만 뉴스 생방송,R2iMq5LKXco,2021-03-16T08:33:29Z,東森新聞 CH51,UCR3asjvr_WAaxwJYEDV_Bfw,25,P0D,249504650,95578,0
Habertürk TV Canlı Yayın ᴴᴰ,SqHIO2zhxbA,2021-03-26T11:51:15Z,Habertürk TV,UCn6dNfiRE_Xunu7iMyvD7AA,25,P0D,202537153,122525,0
Manorama News LIVE TV | മനോരമ ന്യൂസ് ലൈവ് | Malayalam News Live |Sabarimala| Rain | Silverline,JtLBF_Gjeiw,2021-11-14T09:04:14Z,Manorama News,UCP0uG-mcMImgKnJz-VjJZmQ,25,P0D,199197136,204301,0
Peppa Pig en Español Episodios completos 🔴 EN VIVO,hl_nACnH42w,2021-02-19T10:41:28Z,Peppa Pig Español Latino - Canal Oficial,UCrreHSUa5rnuCVDeO8dX4eA,1,P0D,120333127,988366,Disabled
NDTV 24x7 Live TV: Shraddha Murder Case | Delhi Acid Attack | Bihar Hooch Tragedy | Pathaan,WB-y7_ymPJ4,2021-03-12T15:00:06Z,NDTV,UCZFMm1mMw0F81Z37aaEzTUA,25,P0D,118913951,340370,0
Mathrubhumi News Live | Malayalam News Live |  മാതൃഭൂമി ന്യൂസ് ലൈവ്,YGEgelAiUf0,2021-08-27T11:53:02Z,Mathrubhumi News,UCwXrBBZnIh2ER4lal6WbAHw,25,P0D,115206621,Disabled,0
News18 Punjab Live | Bhagwant Mann | Punjabi News | Punjab News | Breaking News Today,_W5UfJQDv2Q,2021-04-18T05:54:47Z,News18 Punjab/Haryana/Himachal,UC-crZTQNRzZgzyighTKF0nQ,25,P0D,90274212,204205,1
LIVE 三立海外直播 │SET Live NEWS│SET LIVE ニュースオンライン放送│대만 채널SET뉴스 24시간 생방송,FoBfXvlOR6I,2021-04-20T05:09:02Z,三立LIVE新聞,UC2TuODJhC03pLgd6MpWP0iw,25,P0D,75053033,39400,0
【ON AIR】TVBS新聞台 24 小時直播 |Taiwan News Live|台湾TVBS NEWS世界中のニュースを24時間配信中 | 대만 TVBS뉴스 24시간 생방송,2mCSYvcfhtc,2021-10-15T07:49:36Z,TVBS NEWS,UC5nwNW4KdC0SzrhF9BXEYOQ,25,P0D,70058020,36871,0
TV Aparecida - AO VIVO,1KIucmaYkmU,2021-04-13T16:46:16Z,TV Aparecida,UCfYrK5JU5EznsnK3wQE7iIg,24,P0D,68843360,431982,0
🌎 Nasa Live Stream  - Earth From Space :  Live Views from the ISS,86YLFOog4GM,2021-09-23T07:49:23Z,Space Videos,UCakgsb0w7QB0VHdnCc-OVEA,28,P0D,61745050,931620,0
आज के दिन यह विष्णु विष्णु धुनि जरूर सुने| श्रीमन नारायण नारायण हरी हरी | Shreeman Narayan Narayan,gopGCSdJEGw,2021-10-16T00:56:01Z,Chanda Pop Songs,UCx3--yoxFz4RF13KMGH7__g,10,P0D,61289540,351693,0
Peppa Pig Português Brasil 🔴 AO VIVO  | As aventuras da Peppa,6xBFTOVef2M,2021-02-19T10:23:37Z,Peppa Pig em Português Brasil - Canal Oficial,UCvD9GB-E4q_TuMpwUtFBhLA,1,P0D,44544236,442797,Disabled
三立 iNEWS 新聞 ON AIR │SET iNEWS LIVE│SET iNEWS ニュースオンライン生放送,CKjSm5ZeehE,2021-04-17T23:01:44Z,三立iNEWS,UCoNYj9OFHZn3ACmmeRCPwbA,25,P0D,42392355,31769,0
中視新聞LIVE直播頻道24小時線上直播｜Taiwan CTV news HD 24h live news |台湾のCTV ニュースHD 대만 24시간 뉴스채널  | (生放送),TCnaIE_SAtM,2021-09-22T02:25:48Z,中視新聞 HD直播頻道｜Taiwan CTV news HD Live,UCmH4q-YjeazayYCVHHkGAMA,25,P0D,40288355,37018,0
Namibia: Live stream in the Namib Desert,ydYDqZQpim8,2021-11-30T07:44:12Z,NamibiaCam,UC9X6gGKDv2yhMoofoeS7-Gg,15,P0D,39774367,186386,0
Starbase Live: 24/7 Starship & Super Heavy Development From SpaceX's Boca Chica Facility,mhJRzQsLZGg,2021-07-12T17:07:47Z,NASASpaceflight,UCSUu1lih2RifWkKtDOJdsBA,28,P0D,35618431,68877,0
[실시간] 푸른거탑 + 황금거탑 24시간 스트리밍 | 디글클래식,H3uur6g_9CA,2021-05-07T07:12:59Z,디글 클래식 :Diggle Classic,UCRMA_Nb5VF-YoWApSVeXPVA,24,P0D,34934473,42364,0
DEUS LHE PAGUE!!!! 🤣🤣 #shorts,9oYDPcYJImg,2021-03-21T21:40:37Z,Morgana Santana,UCWVyv2M7G82S-uhOjxRL70Q,24,PT30S,30151560,1000450,0
T13 EN VIVO | Noticias de Chile y el Mundo,Ove87nZ_1D4,2021-12-10T03:50:18Z,T13,UCsRnhjcUCR78Q3Ud6OXCTNg,25,P0D,27528018,31196,0
AMÉRICA TV EN VIVO 🔴,zcWXboTnous,2021-12-06T17:09:46Z,América TV,UC6NVDkuzY2exMOVFw4i9oHw,24,P0D,23288134,22117,0
Bhakthi TV Live | Telugu Devotional Channel Live | Bhakthi TV Official,d0dB3kSCMmM,2021-03-18T06:32:28Z,Bhakthi TV,UCSzOZ97LOpU-_AVlGfmD4rQ,24,P0D,22292347,40551,0
Big Bear Bald Eagle Live Nest Cam,B4-L2nfGcuE,2021-09-15T22:09:49Z,FOBBV CAM,UCsFgbVuhRrPV5FqyN7kOD8g,24,P0D,20443492,42815,0
"Jasna Góra Klasztor Ojców Paulinów – transmisja na żywo, ON-LINE, msza święta na żywo",6gzjjjX7vNE,2021-09-12T18:43:10Z,Jasna Góra Klasztor Ojców Paulinów,UCKAtPxfE2RAHSCwDABMMeAg,29,P0D,19713475,58725,Disabled
فرانس 24 – البث المباشر – الأخبار الدولية على مدار الساعة,8BZpOolYLUA,2021-12-13T17:28:53Z,فرانس 24 / FRANCE 24 Arabic,UCdTyuXgmJkG_O8_75eqej-w,25,P0D,17207788,23548,0
🔴 Venice Beach Live Camera · Los Angeles Live Stream · presented by the Venice V Hotel,vvOjJoSEFM0,2021-12-28T20:45:57Z,Teleport.camera,UCegzBUd6-PYoO_v7gjJgufg,19,P0D,16820782,58229,0
🔴 AWANI Live 24/7 🔴 #PantauKerajaanBaharu,zLu0wfp6bgw,2021-11-03T03:36:21Z,Astro AWANI,UC5dYmq91e5_g54krpO06NJw,25,P0D,15793869,30534,0
jazz/lofi hip hop radio🌱chill beats to relax/study to [LIVE 24/7],kgx4WGK0oNU,2021-06-19T08:26:33Z,Abao in Tokyo,UC84whx2xxsiA1gXHXXqKGOA,22,P0D,15646041,186810,0
LIVE: दिन की शुरुआत करें इस भजन से | Om Namah Shivaya Har Har Bhole Namah Shivaya,bmER_-mIM88,2021-11-13T03:10:21Z,Spiritual Mantra,UCaF3MVnBYNnjAKF16k3mUjw,10,P0D,15246109,103002,0
Shuffle Dance Video ♫ This Is The Way (Remix SN Studio) ♫ Eurodance Remix,hGSKfCF44W8,2021-04-17T13:31:35Z,SN Studio Mix,UCKfl17J2mka3afzzB68586A,24,PT2M58S,14918970,73894,1997
How To Make Chocolate Dessert Ideas For Your Family | Yummy Chocolate Cake Decorating Tutorials,_-HIJTjUMwo,2021-02-20T14:00:12Z,Yummy Cookies,UC53flicePn0xri-jiq89WtQ,26,PT10M23S,11884981,20301,330
"Ft. Madison, Iowa USA  | Virtual Railfan LIVE",CwnlNQSHBfc,2021-09-24T10:30:18Z,Virtual Railfan,UCOIkT9bq-1N2BvrsBjhNlag,24,P0D,11681369,Disabled,0
KBS KOREA On-Air,HnfpTMtfFk8,2021-10-02T03:01:09Z,KBS WORLD TV,UC5BMQOsAB8hKUyHu9KI6yig,27,P0D,10413609,98377,0
"GREEN SOUND • 24/7 Live Radio | Best Relax House, Chillout, Study, Running, Happy Music, Travel Mix",Gz-3ygPpjjw,2021-11-18T19:37:00Z,Green Sound,UCkfkd_xoW3W9OxenEL0Zm-Q,10,P0D,10051061,397886,0
JoyTurk Canlı Radyo Yayını | Karnaval.com Online Radyo Dinle,mOd6_kkWgvs,2021-11-24T12:55:34Z,Karnaval,UCh1zT2Pgi5YmR4TV0rvDkpA,10,P0D,9087958,5827,0
FRANCE 24 Español – EN VIVO – Información internacional y noticias del mundo 24 horas,XDJPzMznAjU,2021-12-13T17:23:25Z,FRANCE 24 Español,UCUdOoVWuWmgo1wByzcsyKDQ,25,P0D,8592258,24228,0
Annabelle & Simone -  my edit of their lesbian Love Story [Loving Annabelle],ZSO9Cw34alw,2021-12-03T21:10:56Z,Kate Connely,UCyL_TjViIwPFbqRU-rKXLKw,22,PT13M3S,8144760,24519,304
[4K] 上高地河童橋ライブカメラ KAMIKOCHI KAPPA-BASHI LIVE CAMERA,Iv2VUE_UhRQ,2021-12-21T05:05:22Z,五千尺ホテル上高地,UCVUyX8T-vYwJYraM6957r9Q,19,P0D,8065708,14457,Disabled
Virgin Radio Canlı Radyo Yayını | Karnaval.com Online Radyo Dinle,v7nd27uGc3E,2021-11-24T13:06:51Z,Karnaval,UCh1zT2Pgi5YmR4TV0rvDkpA,10,P0D,7567222,10857,0
Envía y recibe plata con Transfiya #SinTantaVuelta,pu7k6Epw8KY,2021-11-02T14:20:29Z,ACH Colombia Oficial,UCmc_nqNv0MjYxizCScRTSVQ,22,PT16S,7369601,4,0
🔴 24/7 K-POP LIVE STREAMING  on ALL THE K-POP,0-RirLdUYEE,2021-09-13T00:03:44Z,ALL THE K-POP,UCPde4guD9yFBRzkxk2PatoA,24,P0D,7178684,109575,0
Can Mario Collect 999 Mini Mushrooms in New Super Mario Bros. U?,r0bSEzOmsfA,2021-02-04T15:45:03Z,Jannin,UCHIDG7vUdE8SWxvAU7yF7Rw,20,PT10M25S,4835432,43741,0
Metro FM Canlı Radyo Yayını | Karnaval.com Online Radyo Dinle,3NdFzl4m9YA,2021-12-10T08:12:18Z,Karnaval,UCh1zT2Pgi5YmR4TV0rvDkpA,10,P0D,4591767,6207,0
Frank Sinatra - Have Yourself A Merry Little Christmas (Official Video),-tJtsKngXJU,2021-10-29T16:00:09Z,FrankSinatraVEVO,UCFtYl2ZO48htyN2C8w7PC9g,10,PT3M36S,4482373,86774,3172
【神默契！音樂隨機播放你信？ 台灣舞團5人同步網跪：猛翻！】｜@TeamSKIPtv,7DEW5Y0BZ0U,2021-04-26T14:00:02Z,台灣達人秀,UCIECJyQ6meDyN-UnVHgXAMA,23,PT6M6S,3389246,43611,750
Can Mario Collect 999 Mini Mushrooms in New Super Mario Bros. U?,r0bSEzOmsfA,2021-02-04T15:45:03Z,Jannin,UCHIDG7vUdE8SWxvAU7yF7Rw,20,PT10M25S,4835432,43741,0
Metro FM Canlı Radyo Yayını | Karnaval.com Online Radyo Dinle,3NdFzl4m9YA,2021-12-10T08:12:18Z,Karnaval,UCh1zT2Pgi5YmR4TV0rvDkpA,10,P0D,4591767,6207,0
"El Gato TOM Y SUS AMIGOS LLAMAN A SONIC.EXE A LAS 3:00 AM, My Talking Tom Friends",_auuGZ1FpO8,2021-06-23T15:52:12Z,CatGameplays,UC57IiNGBv1mpgvciddPkSaw,24,PT9M25S,4509965,70560,586
Süper FM Canlı Radyo Yayını | Karnaval.com Online Radyo Dinle,qo87YWe2qJM,2021-11-29T04:12:44Z,Karnaval,UCh1zT2Pgi5YmR4TV0rvDkpA,10,P0D,4483321,3862,0
"드래곤볼 슈퍼 || 오공이 총게임에서 ""해킹"" 한 팔로 10만발의  총알을 막는다, 전왕님 우주 제일 무도회 / Dragon Ball Super 2021",-wVk1528Occ,2021-12-05T03:15:12Z,Super Saiyan,UCSnyZzuFNFyTrsE3XnJZWFA,22,PT11M25S,4417802,23757,0
Frank Sinatra - Have Yourself A Merry Little Christmas (Official Video),-tJtsKngXJU,2021-10-29T16:00:09Z,FrankSinatraVEVO,UCFtYl2ZO48htyN2C8w7PC9g,10,PT3M36S,4482373,86774,3172
I Just Wanted A Coffee #Shorts,oFvjIQGHouY,2021-06-05T23:00:24Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT53S,3894041,318657,816
【神默契！音樂隨機播放你信？ 台灣舞團5人同步網跪：猛翻！】｜@TeamSKIPtv,7DEW5Y0BZ0U,2021-04-26T14:00:02Z,台灣達人秀,UCIECJyQ6meDyN-UnVHgXAMA,23,PT6M6S,3389246,43611,750
Lighthouse Cam,nCf7X2cPDAY,2021-06-25T15:19:48Z,Duluth Harbor Cam,UCzkaQrI9-nSv373EvK5p0SQ,24,P0D,2855808,5611,0
Vetrivel Sakthivel | Tamil Movie | Vadivelu | Satyaraj | Sibi Raj | Khusbu | #ddmovies,dsSuTtEcXmg,2021-11-28T11:35:05Z,DD Movies,UCrFR5AWLFRMjm22PowQV3YA,22,PT2H31M22S,2812331,26811,209
Luffy Grand Fleet 5600 Subordinates - One Piece English Subtitle,xElCQ3dhP7E,2021-12-23T10:10:37Z,ONEPIECE LAND,UC2lwXzTXX40YCa3VB_g_KuA,1,PT12M14S,2732068,Disabled,655
Fancy Creative CupCake Decorating Ideas | Delicious Chocolate Hacks Recipes | Yummy Cookies,66NYtoIGG5E,2021-08-10T14:00:12Z,Yummy Cookies,UC53flicePn0xri-jiq89WtQ,26,PT12M40S,2306380,8331,161
POP IT TO THE BEST SATISFYING DIY CAKE | Fidget Toys Cake Decorating Recipes | So Yummy Cookies,5T-XAGWC38E,2021-06-27T14:00:03Z,Yummy Cookies,UC53flicePn0xri-jiq89WtQ,26,PT10M50S,1422862,8240,247
"El Gato TOM Y SUS AMIGOS, TOM BEBE DIMINUTO, My Talking Tom Friends",-8ltP97Omqk,2021-04-15T16:01:23Z,CatGameplays,UC57IiNGBv1mpgvciddPkSaw,24,PT9M4S,1209680,11086,0
E O NOSSO BEBÊ É... 💙💖 CHÁ REVELAÇÃO!!,b5zFWxq0J3E,2021-11-14T14:04:26Z,Morgana Santana,UCWVyv2M7G82S-uhOjxRL70Q,24,PT8M20S,925223,91914,Disabled
Swiftor Says HAVE A SEAT! #Shorts,d6U5a-FWjNQ,2021-12-02T19:31:04Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT48S,821774,95103,200
Ducky Bhai🦆 With Romaisa Khan In Dubai😛😂😂#duckybhai #duckyextra #ducky #romaisakhan #dubai #macawff,-QpMxI1huSU,2021-11-18T18:37:08Z,Ducky Extra Shorts,UCiXe1ELbt8nC2L89rkIvzrQ,23,PT58S,789800,42153,81
Dalgona Game in Netflix Squid Game | Korean Street Food | 오징어 게임 달고나 게임 | Yummy Cookies #2,nCt3V3V5pI8,2021-12-14T14:00:31Z,Yummy Cookies,UC53flicePn0xri-jiq89WtQ,26,PT12M6S,728127,2398,110
tipe cewe,qPvtx5hoz_I,2021-08-25T19:43:17Z,Toga VWXYZ,UCZIwD1UgpTGojsHsG4237ZA,22,PT7M20S,713558,Disabled,24
I Fell in Love with a Pornstar.,SNtBmNOPaKI,2021-12-08T16:40:06Z,Valspire Family,UCNaoWBPlqm9hmMN28LeSkOQ,24,PT24M8S,699279,60172,1917
"El Gato TOM Y SUS AMIGOS, TOM DIMUNUTO 2ªPARTE , My Talking Tom Friends",iZkVy-yOTuQ,2021-04-24T15:56:17Z,CatGameplays,UC57IiNGBv1mpgvciddPkSaw,24,PT9M53S,687628,6967,0
Riddles for your BIG BRAIN #Shorts,HTms2BCF-J8,2021-05-14T20:57:51Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT26S,630418,50611,359
Introducing Drydays,RDBwX7Fl58o,2021-02-04T16:09:18Z,AGLC,UCP4KAS0VjZ0uRMM221zFpKg,27,PT20S,573459,5,5
チューリップテレビ　ライブカメラ　北アルプス　立山室堂,IOLIGjXZQ1E,2021-01-21T10:58:10Z,チューリップテレビ,UCk4bgav5X0rlbGefFnPcuoQ,24,P0D,527574,1242,0
"No Limit Jokes - if you laugh, you go to h3ll #Shorts",6CC9a5M8iyk,2021-07-13T20:03:24Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT28S,509380,51400,275
These Riddles are Sus #Shorts,9bNQSbr0Lb0,2021-05-25T21:39:30Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT33S,505871,50901,145
GRILLED MEAT BY GEORGY KAVKAZ,8SZ_j_Yy2Xg,2021-01-10T17:38:10Z,GEORGY KAVKAZ FOOD,UCLYCzbovV_6rdtfsqEjc5UA,24,P0D,475764,8370,0
How To Make Rainbow Cake Decorating Ideas | So Tasty Colorful Cake Decorating Recipes,nkJNsnoJ5kc,2021-05-11T14:00:30Z,Yummy Cookies,UC53flicePn0xri-jiq89WtQ,26,PT12M54S,410305,3115,90
How To Make Colorful Cake Decorating Ideas | So Yummy Chocolate Cake & Dessert Recipes,SAeK8D1uJJ4,2021-12-08T14:00:11Z,Yummy Cookies,UC53flicePn0xri-jiq89WtQ,26,PT10M47S,403987,2269,39
Licenciatura en Diseño y Arte Digital Videojuegos Universidad Tijuana,BOYANGt0a9w,2021-11-19T18:34:20Z,University of Advanced Technologies,UCa9ZDAkIZdsueFgotMzzkfA,27,PT25S,362841,15,8
Easy & Quick Chocolate Cake Decorating Ideas | So Yummy Chocolate Hacks Ideas You Need to Try,laY_U7rgqWo,2021-04-08T14:00:13Z,Yummy Cookies,UC53flicePn0xri-jiq89WtQ,26,PT1H1M17S,359673,2579,97
FIZ A SEGUNDA ULTRASSOM DO BEBÊ E OUVI O CORAÇÃO ❤️,7lVtPt0-ZiI,2021-10-06T14:24:52Z,Morgana Santana,UCWVyv2M7G82S-uhOjxRL70Q,24,PT10M15S,340070,31743,0
4 builds that are absolutely BONKERS,Xs05hWvGIUM,2021-05-15T07:00:13Z,Jenkins,UCTUO_3bYr50vmH0aE7byMjg,20,PT10M42S,340021,7422,762
15+ Homemade Easy Cake Design Ideas |  Amazing Birthday Cake Decorating Tutorials You'll Love,PLoLWTUkljg,2021-02-02T14:00:06Z,Yummy Cookies,UC53flicePn0xri-jiq89WtQ,26,PT10M38S,333275,3366,128
Slow Motion Video of a Beautiful Labrador Dog Having Fun #Shorts,KVwc9uc_o14,2021-07-04T16:00:09Z,Furry Friend,UCtfOrt6jT3VyLgA2fUda3dQ,15,PT59S,322562,9499,122
DECIDIMOS O NOME DO NOSSO FILHO...,gnz6BdgMJdI,2021-12-10T14:15:12Z,Morgana Santana,UCWVyv2M7G82S-uhOjxRL70Q,24,PT8M39S,307982,30100,0
Bijlee bijlee | Akshay kumar #shorts,y0InSicEnVw,2021-12-22T04:45:34Z,Vikalp Mehta,UCNyD2kHcWMx4yp37iyJngJQ,24,PT27S,281885,17841,140
SENDO PAIS DE UM MENINO PELA PRIMEIRA VEZ NA VIDA!!!👶🏻,Rd99pPLBhCs,2021-11-30T14:17:53Z,Morgana Santana,UCWVyv2M7G82S-uhOjxRL70Q,24,PT8M4S,280223,14930,0
HAPİSHANEDE NASIL POPÜLER OLUNUR? || 123 GO Like! Eğlenceli Durumlar ve Havalı İpuçları,0DhCcRUekjk,2021-12-28T14:54:23Z,123 GO LIKE! Turkish,UCbYDXfPfvbi2sWUEdjzLIOA,24,PT9M37S,278599,1638,42
No Limit Pick Up Lines 😂 #Shorts,n6-p-5CZmgo,2021-06-25T18:00:13Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT22S,248152,18502,88
Hera pheri comedy #shorts,yjjeVHX4zwk,2021-11-28T07:21:10Z,Vikalp Mehta,UCNyD2kHcWMx4yp37iyJngJQ,24,PT14S,247635,11615,42
GTA 5 ONLINE 🐷 AUTO VS CAMION BLINDATO - MISSIONE IMPOSSIBILE !!! 🐷 DAJE !!,6uJ-PxhKjIM,2021-03-11T19:05:38Z,PORKMODZ,UCSn0_ckKBvHeZLokQjjVXww,20,PT23M54S,233472,5942,116
DEU TUDO ERRADO NA OBRA DA CASA NOVA!!!😓 #DiáriodaObra,89b8q9oq8RA,2021-12-16T14:23:31Z,Morgana Santana,UCWVyv2M7G82S-uhOjxRL70Q,24,PT13M56S,231517,17611,0
BUYING MY DREAM SPEC LAMBORGHINI AVENTADOR - MEET YOLO!!,a1inT3DgcwY,2021-05-16T15:00:01Z,Will Motivation,UCQpnecENDajQwaMW8RUzrBA,27,PT19M26S,189085,2126,316
"24/7 - lofi sleep, lofi rain💤 beats to relax at night - music for insomnia, anxiety, peaceful dreams",p9jfNCmbZoI,2021-10-04T15:30:44Z,Sleep Tales,UCBIe28uoEnt_LEdNFbWankA,10,P0D,188945,953,0
Amazing Unicorn Cake Decorating Ideas | Perfect Colorful Cake Decorating Tutorials | So Tasty Cake,mg2-RTRX_QI,2021-07-13T14:00:18Z,Yummy Cookies,UC53flicePn0xri-jiq89WtQ,26,PT13M8S,186868,2210,54
Český rozhlas Dvojka | Pohled do studia,_CuoLnCobY8,2021-11-01T15:55:08Z,Český rozhlas,UCtiVvnCqHn9AtUhUrI1lFLQ,24,P0D,165820,164,Disabled
LENDA URBANA: O VESTIDO DA NOIVA,yBlKjW5i5Qc,2021-04-16T15:15:17Z,Morgana Santana,UCWVyv2M7G82S-uhOjxRL70Q,24,PT8M7S,160806,13072,0
GTA 5 ONLINE 🐷 TUNNEL NITRO INFINITO E PARKOUR ESTREMO !!! 🐷 DAJE !!,ohX1EPYxglo,2021-07-04T05:00:24Z,PORKMODZ,UCSn0_ckKBvHeZLokQjjVXww,20,PT9M48S,160637,3830,94
Swiftor Says Good Timing #Shorts,RF5PekTbQU4,2021-10-22T18:06:17Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT27S,158076,12961,61
5 mindblowing tricks that you don't know (yet),tJrzsVZgR3A,2021-12-06T01:54:33Z,Jenkins,UCTUO_3bYr50vmH0aE7byMjg,20,PT7M35S,161646,5684,5043
LENDA URBANA: O VESTIDO DA NOIVA,yBlKjW5i5Qc,2021-04-16T15:15:17Z,Morgana Santana,UCWVyv2M7G82S-uhOjxRL70Q,24,PT8M7S,160806,13072,0
كريستيانو رونالدو يتألق ضد نيوكاسل - أولمو وبرشلونة,envyMlRsEzE,2021-09-11T16:30:13Z,سيلفي سبورت,UCrMd6lrIFEniqb_J1_p_Q7g,17,PT6M1S,157715,13160,323
تجديد ميسي - بقاء رونالدو - رحيل مبابي - ليفاندوفسكي - هالاند - كييزا .. سوق المهاجمين الكبير,DaXf-eZNqKA,2021-07-17T13:26:37Z,سيلفي سبورت,UCrMd6lrIFEniqb_J1_p_Q7g,17,PT10M54S,157282,12342,225
ريال مدريد والافيس 4-1 .. بداية جميلة,-BH5khGBDdw,2021-08-14T22:18:45Z,سيلفي سبورت,UCrMd6lrIFEniqb_J1_p_Q7g,17,PT7M30S,147370,12857,279
Licenciatura en Diseño y Arte Digital en Videojuegos || Universidad en en línea Online Global,XITw7xZu6pM,2021-08-16T07:33:06Z,University of Advanced Technologies,UCa9ZDAkIZdsueFgotMzzkfA,27,PT25S,140319,30,6
"Last riddle, is it good or bad? #Shorts",tMM0UbJoUdo,2021-08-23T23:00:15Z,swiftor,UCIGcNlKQTDKyL7aZoqbR4bw,20,PT40S,136860,12374,85
Full Album Gitar Tunggal Ilyas albarsyah ft. Yulisa (lagu Terpopuler Sumatra selatan),MiT4kS5Hs3E,2021-10-12T13:53:37Z,SARIGA TAMPATI,UCJGxNZrl3id_ybL3VgwMHBg,22,PT31M30S,134766,847,36
